Id,MSSubClass,MSZoning,Street,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1090,120,FV,Pave,IR1,TwnhsE,8,2005,2005,None,Ex,Y,1247,1,1,1,1,Gd,4,1,2,0,4,2006,WD,Normal,197000
1091,90,RL,Pave,Reg,Duplex,3,1950,1950,None,Fa,N,1040,2,0,2,2,TA,6,0,2,0,6,2009,WD,Normal,92900
1092,160,FV,Pave,Reg,Twnhs,7,1999,2000,BrkFace,Ex,Y,1252,2,1,2,1,Gd,4,0,2,0,3,2008,WD,Normal,160000
1093,50,RL,Pave,Reg,1Fam,6,1925,1950,None,Fa,Y,1694,2,0,4,1,TA,7,1,2,0,6,2008,WD,Normal,136500
1094,20,RL,Pave,Reg,1Fam,5,1965,1998,BrkFace,Gd,Y,1200,1,1,1,1,Gd,6,0,2,0,10,2006,WD,Normal,146000
1095,20,RL,Pave,Reg,1Fam,5,1956,2000,None,Ex,Y,936,1,0,2,1,TA,4,0,1,0,5,2010,WD,Normal,129000
1096,20,RL,Pave,IR1,1Fam,6,2006,2006,None,Gd,Y,1314,2,0,3,1,Gd,6,1,2,0,3,2007,WD,Normal,176432
1097,70,RM,Pave,Reg,1Fam,6,1914,2006,None,TA,Y,1355,1,1,3,1,Gd,7,0,0,0,3,2007,WD,Normal,127000
1098,120,RL,Pave,Reg,TwnhsE,8,1986,1986,None,Ex,Y,1088,1,1,2,1,Gd,5,0,2,0,10,2007,WD,Normal,170000
1099,50,RM,Pave,Reg,1Fam,4,1936,1950,None,TA,Y,1324,1,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,128000
1100,20,RL,Pave,IR1,1Fam,7,1978,1978,BrkFace,TA,Y,1601,2,0,3,1,TA,7,1,2,0,4,2009,COD,Abnorml,157000
1101,30,RL,Pave,Reg,1Fam,2,1920,1950,None,TA,N,438,1,0,1,1,Fa,3,0,1,0,1,2009,WD,Normal,60000
1102,20,RL,Pave,IR1,1Fam,5,1971,1971,None,TA,Y,950,1,0,3,1,TA,5,0,1,0,7,2007,WD,Normal,119500
1103,20,RL,Pave,Reg,1Fam,5,1960,2002,BrkFace,Ex,Y,1134,1,0,2,1,TA,6,0,1,0,4,2007,WD,Family,135000
1104,20,RL,Pave,Reg,1Fam,6,1959,1959,None,Ex,Y,1194,1,0,3,1,TA,6,1,2,0,7,2006,WD,Normal,159500
1105,160,RM,Pave,Reg,TwnhsE,5,1970,1970,BrkFace,TA,Y,1302,2,1,3,1,TA,6,0,2,0,4,2007,WD,Normal,106000
1106,60,RL,Pave,IR1,1Fam,8,1994,1995,BrkFace,Ex,Y,2622,2,1,3,1,Gd,9,2,2,0,4,2010,WD,Normal,325000
1107,20,RL,Pave,IR1,1Fam,7,1990,1991,None,Gd,Y,1442,2,0,3,1,Gd,6,1,2,0,5,2007,WD,Normal,179900
1108,60,RL,Pave,IR3,1Fam,7,2006,2006,None,Ex,Y,2021,2,1,3,1,Gd,9,1,2,0,9,2006,New,Partial,274725
1109,60,RL,Pave,Reg,1Fam,6,2000,2000,None,Ex,Y,1690,2,1,3,1,TA,7,1,2,0,11,2007,WD,Abnorml,181000
1110,20,RL,Pave,IR1,1Fam,8,2004,2005,Stone,Ex,Y,1836,2,0,3,1,Gd,7,1,3,0,3,2009,WD,Normal,280000
1111,60,RL,Pave,Reg,1Fam,6,1995,1996,None,Gd,Y,1658,2,1,3,1,TA,8,1,2,0,6,2008,WD,Normal,188000
1112,60,RL,Pave,Reg,1Fam,7,1976,1976,BrkFace,TA,Y,1964,2,1,4,1,TA,8,1,2,0,9,2008,WD,Normal,205000
1113,20,RL,Pave,IR1,1Fam,5,1957,1957,None,TA,Y,816,1,0,2,1,TA,5,0,1,0,7,2006,WD,Normal,129900
1114,20,RL,Pave,Reg,1Fam,5,1953,2006,None,Gd,Y,1008,1,0,2,1,Gd,6,0,1,0,5,2007,WD,Normal,134500
1115,20,RL,Pave,Reg,1Fam,5,1954,2000,None,Ex,Y,833,1,0,2,1,Gd,4,0,1,0,8,2006,WD,Normal,117000
1116,20,RL,Pave,Reg,1Fam,8,2007,2007,Stone,Ex,Y,1734,2,0,3,1,Ex,7,1,3,0,11,2007,New,Partial,318000
1117,80,RL,Pave,Reg,1Fam,8,2002,2002,None,Ex,Y,1419,2,1,3,1,Gd,7,1,2,0,3,2009,WD,Normal,184100
1118,20,RL,Pave,IR1,1Fam,5,1967,2003,None,Ex,Y,894,1,0,3,1,Gd,5,0,2,0,5,2008,WD,Normal,130000
1119,80,RL,Pave,Reg,1Fam,5,1958,1987,None,TA,Y,1601,1,0,3,1,TA,6,0,1,0,12,2008,WD,Normal,140000
1120,20,RL,Pave,Reg,1Fam,5,1959,1959,None,TA,Y,1040,1,0,3,1,TA,6,0,1,0,7,2006,WD,Normal,133700
1121,30,RM,Pave,Reg,1Fam,6,1920,1950,None,TA,Y,1012,1,0,2,1,TA,6,1,1,0,5,2007,WD,Normal,118400
1122,20,RL,Pave,Reg,1Fam,7,2005,2006,BrkFace,Ex,Y,1552,2,0,3,1,Gd,7,0,3,0,7,2006,New,Partial,212900
1123,20,RL,Pave,IR1,1Fam,4,1956,1956,None,Ex,Y,960,1,0,3,1,TA,5,0,1,0,10,2009,COD,Abnorml,112000
1124,20,RL,Pave,Reg,1Fam,5,1947,2008,None,Ex,Y,698,1,0,2,1,TA,4,0,0,0,6,2009,WD,Normal,118000
1125,80,RL,Pave,IR1,1Fam,7,1992,1992,BrkFace,Gd,Y,1482,2,1,3,1,Gd,7,1,2,0,7,2007,WD,Normal,163900
1126,20,RL,Pave,Reg,1Fam,4,1955,1955,None,TA,Y,1005,1,0,2,1,Fa,5,1,2,0,11,2009,WD,Normal,115000
1127,120,RL,Pave,Reg,TwnhsE,7,2007,2007,BrkFace,Ex,Y,1555,2,0,2,1,Gd,7,1,3,0,6,2009,WD,Normal,174000
1128,20,RL,Pave,IR3,1Fam,7,2004,2004,None,Ex,Y,1530,2,0,3,1,Gd,7,1,3,0,11,2007,WD,Family,259000
1129,60,RL,Pave,IR1,1Fam,7,2004,2005,None,Ex,Y,1959,2,1,4,1,Gd,8,1,2,0,7,2007,WD,Normal,215000
1130,90,RM,Pave,Reg,Duplex,5,1980,1980,BrkFace,TA,Y,936,1,0,2,1,TA,4,0,2,0,8,2007,WD,Normal,140000
1131,50,RL,Pave,Reg,1Fam,4,1928,1950,None,TA,Y,1981,2,0,4,1,Gd,7,2,2,0,12,2009,WD,Normal,135000
1132,20,RL,Pave,Reg,1Fam,5,1991,1992,None,TA,Y,974,1,0,3,1,TA,5,0,0,0,9,2007,Oth,Abnorml,93500
1133,70,RM,Pave,Reg,1Fam,6,1880,1950,None,TA,Y,2210,2,0,5,1,Fa,8,0,1,0,5,2007,WD,Normal,117500
1134,60,RL,Pave,IR1,1Fam,8,1995,1995,None,Ex,Y,2020,2,1,3,1,Gd,8,1,2,0,6,2009,WD,Normal,239500
1135,60,RL,Pave,IR1,1Fam,6,1997,1997,None,Gd,Y,1600,2,1,3,1,TA,7,1,2,0,8,2007,WD,Normal,169000
1136,30,RM,Pave,Reg,1Fam,6,1926,1950,None,TA,N,986,1,0,2,1,TA,5,1,1,0,5,2007,WD,Normal,102000
1137,50,RL,Pave,Reg,1Fam,6,1950,1950,None,TA,Y,1252,1,0,3,1,TA,6,0,1,0,4,2008,WD,Abnorml,119000
1138,50,RL,Pave,Reg,1Fam,5,1875,1996,None,Gd,N,1020,1,0,2,1,TA,6,0,0,0,5,2010,WD,Normal,94000
1139,20,RL,Pave,IR1,1Fam,6,1977,1977,None,TA,Y,1567,2,0,2,1,Gd,5,2,2,0,5,2009,WD,Normal,196000
1140,30,RL,Pave,IR1,1Fam,5,1920,1950,None,TA,Y,1167,1,0,3,1,TA,6,1,2,0,5,2007,WD,Normal,144000
1141,20,RL,Pave,Reg,1Fam,5,1951,1951,None,TA,Y,952,1,0,2,1,TA,4,0,2,0,6,2008,COD,Abnorml,139000
1142,60,RL,Pave,IR1,1Fam,5,1976,1976,BrkFace,Ex,Y,1868,2,1,4,1,Gd,9,1,2,0,10,2009,WD,Normal,197500
1143,60,RL,Pave,Reg,1Fam,8,2006,2007,Stone,Ex,Y,2828,3,0,4,1,Gd,11,1,3,0,4,2007,New,Partial,424870
1144,20,RL,Pave,Reg,1Fam,5,1959,1959,None,TA,Y,1006,1,0,3,1,TA,5,0,0,0,7,2008,WD,Normal,80000
1145,190,RL,Pave,Reg,2fmCon,4,1941,1950,None,Fa,N,924,1,0,2,1,Fa,5,0,1,0,7,2010,WD,Normal,80000
1146,50,RM,Pave,Reg,1Fam,5,1928,1950,None,Ex,Y,1576,1,0,3,1,TA,8,1,1,0,8,2006,WD,Family,149000
1147,20,RL,Pave,Reg,1Fam,6,1985,1985,BrkFace,TA,Y,1298,2,0,3,1,Gd,5,1,2,0,5,2006,WD,Normal,180000
1148,70,RL,Pave,Reg,1Fam,7,1941,1950,None,Ex,Y,1564,1,1,3,1,Fa,7,1,1,0,7,2009,WD,Normal,174500
1149,50,RM,Pave,Reg,1Fam,7,1926,1950,None,TA,Y,1111,1,0,2,1,TA,5,1,1,0,8,2008,WD,Normal,116900
1150,70,RM,Pave,Reg,1Fam,7,1920,1988,None,Ex,Y,1482,1,0,3,1,TA,7,0,2,0,7,2009,WD,Normal,143000
1151,20,RL,Pave,IR1,1Fam,6,1950,1950,None,Ex,Y,932,1,0,2,1,Gd,4,1,1,0,11,2007,WD,Normal,124000
1152,20,RL,Pave,Reg,1Fam,5,1959,1959,BrkFace,TA,Y,1466,1,1,3,1,Fa,6,2,2,0,11,2006,WD,Normal,149900
1153,20,RL,Pave,IR1,1Fam,6,1956,2004,None,Ex,Y,1811,1,0,2,1,Ex,6,1,2,0,7,2006,WD,Abnorml,230000
1154,30,RM,Pave,Reg,1Fam,6,1930,2007,None,Ex,Y,816,1,0,2,1,TA,5,0,1,0,6,2008,WD,Normal,120500
1155,60,RL,Pave,IR1,1Fam,7,1965,1988,Stone,TA,Y,1820,1,2,4,1,Gd,8,2,2,0,5,2008,WD,Normal,201800
1156,20,RL,Pave,IR1,1Fam,5,1976,2004,None,TA,Y,1437,2,0,3,1,Gd,6,1,2,0,7,2007,WD,Normal,218000
1157,80,RL,Pave,Reg,1Fam,5,1965,1999,None,Gd,Y,1265,2,0,3,1,Gd,6,1,2,0,10,2008,WD,Normal,179900
1158,120,RL,Pave,IR1,Twnhs,7,2007,2008,Stone,Ex,Y,1314,2,0,2,1,Gd,6,1,2,0,7,2009,WD,Normal,230000
1159,20,RL,Pave,Reg,1Fam,8,2007,2008,Stone,Ex,Y,1580,2,0,3,1,Gd,7,0,3,0,6,2008,ConLD,Partial,235128
1160,60,RL,Pave,Reg,1Fam,6,1974,1974,BrkFace,TA,Y,1876,2,1,4,1,Gd,8,1,2,0,7,2008,WD,Normal,185000
1161,160,RL,Pave,Reg,Twnhs,6,1978,1978,None,Fa,Y,1456,2,1,3,1,TA,7,1,2,0,7,2010,WD,Normal,146000
1162,20,RL,Pave,IR1,1Fam,6,1954,2006,BrkFace,Ex,Y,1640,1,0,3,1,Gd,7,1,2,0,11,2008,WD,Normal,224000
1163,20,RL,Pave,Reg,1Fam,5,1968,1968,None,Gd,Y,894,1,0,3,1,TA,5,1,2,0,5,2007,WD,Normal,129000
1164,90,RL,Pave,Reg,Duplex,4,1969,1969,None,TA,Y,1258,0,2,0,2,TA,6,0,2,0,1,2008,WD,Alloca,108959
1165,80,RL,Pave,IR1,1Fam,5,1978,1978,None,Ex,Y,1432,1,1,2,1,Gd,5,1,2,0,6,2007,WD,Normal,194000
1166,20,RL,Pave,IR1,1Fam,7,2009,2009,Stone,Ex,Y,1502,2,0,3,1,Gd,7,0,2,0,9,2009,New,Partial,233170
1167,20,RL,Pave,IR1,1Fam,8,2008,2008,Stone,Ex,Y,1694,2,0,3,1,Gd,7,0,3,0,2,2010,WD,Normal,245350
1168,60,RL,Pave,IR1,1Fam,6,2000,2000,None,Ex,Y,1671,2,1,3,1,TA,7,1,2,0,2,2006,WD,Normal,173000
1169,70,RL,Pave,Reg,1Fam,6,1935,1986,None,Ex,Y,2108,2,0,4,1,Gd,7,2,2,0,7,2008,WD,Normal,235000
1170,60,RL,Pave,IR1,1Fam,10,1995,1996,BrkFace,Ex,Y,3627,3,1,4,1,Gd,10,1,3,0,7,2006,WD,Normal,625000
1171,80,RL,Pave,Reg,1Fam,6,1977,1977,None,TA,Y,1118,1,0,3,1,TA,6,1,1,0,7,2008,WD,Normal,171000
1172,20,RL,Pave,Reg,1Fam,6,1958,1958,None,Ex,Y,1261,1,0,3,1,TA,6,1,2,1400,11,2008,WD,Normal,163000
1173,160,FV,Pave,IR1,TwnhsE,7,2006,2007,None,Ex,Y,1250,2,1,2,1,Gd,5,0,2,0,3,2008,WD,Normal,171900
1174,50,RL,Pave,IR1,1Fam,5,1946,1994,None,TA,Y,3086,3,0,3,1,Ex,12,1,0,0,3,2007,WD,Normal,200500
1175,70,RL,Pave,IR1,1Fam,6,1932,1950,None,TA,Y,2345,2,1,4,1,TA,9,1,2,0,7,2006,WD,Normal,239000
1176,50,RL,Pave,Reg,1Fam,8,1992,2000,BrkFace,Ex,Y,2872,2,1,4,1,Gd,9,1,2,0,4,2007,WD,Normal,285000
1177,20,RL,Pave,IR1,1Fam,5,1984,1985,None,TA,Y,923,1,0,3,1,TA,5,0,1,0,10,2008,WD,Normal,119500
1178,50,RM,Pave,Reg,1Fam,6,1926,2004,None,TA,Y,1224,1,0,3,1,TA,5,0,1,0,12,2009,WD,Normal,115000
1179,50,RL,Pave,IR1,1Fam,5,1921,1950,None,Ex,Y,1343,1,1,3,1,TA,7,1,1,0,7,2009,WD,Normal,154900
1180,20,RL,Pave,Reg,1Fam,5,1954,1954,None,Gd,Y,1124,1,0,3,1,TA,5,1,0,0,4,2006,WD,Normal,93000
1181,60,RL,Pave,IR2,1Fam,7,1990,1991,None,Ex,Y,2514,2,1,4,1,TA,8,0,2,0,4,2006,WD,Normal,250000
1182,120,RM,Pave,IR1,TwnhsE,8,2008,2008,Stone,Ex,Y,1652,2,0,2,1,Gd,5,1,2,0,11,2008,New,Partial,392500
1183,60,RL,Pave,IR1,1Fam,10,1996,1996,None,Ex,Y,4476,3,1,4,1,Ex,10,2,3,0,7,2007,WD,Abnorml,745000
1184,30,RL,Pave,Reg,1Fam,5,1920,1950,None,Ex,Y,1130,1,0,2,1,TA,5,1,2,0,6,2006,WD,Normal,120000
1185,20,RL,Grvl,Reg,1Fam,5,1963,1963,BrkFace,Gd,Y,1572,1,1,3,1,TA,5,2,3,0,5,2007,WD,Normal,186700
1186,50,RL,Pave,Reg,1Fam,5,1924,1950,None,Gd,Y,1221,1,0,4,1,TA,7,0,1,0,3,2006,WD,Normal,104900
1187,190,RL,Pave,IR1,2fmCon,3,1900,1970,None,TA,Y,1699,2,0,3,2,TA,7,0,2,0,8,2009,WD,Abnorml,95000
1188,20,RL,Pave,Reg,1Fam,8,1994,1995,None,Ex,Y,1624,2,0,2,1,Gd,5,1,3,0,7,2006,WD,Normal,262000
1189,60,RL,Pave,IR1,1Fam,7,2002,2002,BrkFace,Ex,Y,1660,2,1,3,1,Gd,7,0,2,0,7,2009,WD,Normal,195000
1190,60,RL,Pave,Reg,1Fam,7,1999,1999,None,Gd,Y,1804,2,1,3,1,Gd,7,1,2,0,6,2010,WD,Normal,189000
1191,190,RL,Pave,Reg,2fmCon,4,1961,1975,Stone,Ex,Y,1622,1,0,3,1,TA,7,1,4,0,3,2007,WD,Normal,168000
1192,160,FV,Pave,Reg,Twnhs,8,1999,2000,BrkFace,Ex,Y,1441,2,1,2,1,Gd,5,0,2,0,11,2007,WD,Normal,174000
1193,50,RM,Pave,Reg,1Fam,5,1925,1994,None,Gd,Y,1472,1,0,3,1,Gd,6,0,1,0,7,2007,WD,Normal,125000
1194,120,RM,Pave,Reg,TwnhsE,6,1999,1999,BrkFace,Ex,Y,1224,2,0,2,1,TA,5,0,2,0,6,2009,WD,Normal,165000
1195,60,RL,Pave,Reg,1Fam,6,1969,1969,Stone,TA,Y,1352,1,1,4,1,TA,7,0,1,0,3,2010,WD,Normal,158000
1196,60,RL,Pave,IR1,1Fam,6,2005,2005,None,Ex,Y,1456,2,1,3,1,Gd,8,0,2,0,7,2008,WD,Normal,176000
1197,60,RL,Pave,IR1,1Fam,7,2006,2006,None,Ex,Y,1863,2,1,4,1,Gd,9,1,3,0,11,2006,New,Partial,219210
1198,75,RM,Pave,IR1,1Fam,7,1916,1950,None,Ex,Y,1690,1,0,3,1,TA,7,1,1,0,7,2006,ConLw,Normal,144000
1199,20,RL,Pave,Reg,1Fam,7,2001,2001,None,Ex,Y,1212,2,0,3,1,Gd,6,0,2,0,6,2009,WD,Normal,178000
1200,20,RL,Pave,Reg,1Fam,4,1963,1979,BrkFace,Gd,Y,1382,1,1,3,1,TA,6,1,2,0,10,2006,WD,Normal,148000
1201,20,RL,Pave,Reg,1Fam,4,1970,1970,None,Gd,Y,864,1,0,3,1,TA,5,0,1,0,7,2006,Oth,Abnorml,116050
1202,60,RL,Pave,Reg,1Fam,7,1998,1998,None,Ex,Y,1779,2,1,3,1,Gd,6,0,2,0,3,2009,WD,Normal,197900
1203,50,RM,Pave,Reg,1Fam,5,1925,1997,None,Ex,Y,1348,1,0,3,1,TA,5,1,1,0,5,2009,WD,Normal,117000
1204,20,RL,Pave,Reg,1Fam,7,2000,2001,BrkFace,Ex,Y,1630,2,0,3,1,Gd,6,1,2,0,10,2009,WD,Normal,213000
1205,20,RL,Pave,Reg,1Fam,5,1975,1975,None,Ex,Y,1074,1,1,3,1,TA,6,0,2,0,7,2006,WD,Normal,153500
1206,20,RL,Pave,IR1,1Fam,7,1990,1991,BrkFace,Gd,Y,2196,2,0,3,1,Gd,7,1,3,0,6,2009,WD,Normal,271900
1207,20,RH,Pave,Reg,1Fam,4,1966,1966,None,TA,Y,1056,1,0,2,1,TA,5,0,1,0,11,2006,WD,Normal,107000
1208,20,RL,Pave,Reg,1Fam,6,2003,2003,BrkFace,Ex,Y,1700,2,0,3,1,Gd,7,0,2,0,5,2006,WD,Normal,200000
1209,20,RL,Pave,Reg,1Fam,5,1962,1980,None,TA,Y,1283,1,0,3,1,TA,6,0,2,0,10,2008,WD,Normal,140000
1210,20,RL,Pave,IR1,1Fam,8,2006,2006,Stone,Ex,Y,1660,2,0,3,1,Gd,8,1,2,0,5,2006,New,Partial,290000
1211,60,RL,Pave,Reg,1Fam,6,1992,1992,None,Ex,Y,1845,2,1,3,1,Gd,8,1,2,400,5,2010,WD,Normal,189000
1212,50,RL,Pave,IR1,1Fam,8,1988,2005,None,Gd,Y,1752,2,0,4,1,TA,8,0,2,0,6,2010,WD,Normal,164000
1213,30,RL,Pave,Reg,1Fam,4,1941,1950,None,TA,Y,672,1,0,2,1,TA,4,0,1,0,8,2009,WD,Normal,113000
1214,80,RL,Pave,IR1,1Fam,4,1965,2001,None,Ex,Y,960,0,0,0,1,TA,3,0,1,0,5,2006,WD,Normal,145000
1215,85,RL,Pave,IR1,1Fam,5,1962,1962,None,TA,Y,999,1,0,3,1,TA,6,0,1,0,5,2006,WD,Normal,134500
1216,20,RL,Pave,IR1,1Fam,5,1966,1966,None,TA,Y,894,1,0,3,1,TA,5,0,1,0,5,2007,WD,Normal,125000
1217,90,RM,Pave,Reg,Duplex,6,1978,1978,None,TA,Y,1902,2,0,4,2,TA,8,0,2,0,4,2010,WD,Normal,112000
1218,20,FV,Pave,Reg,1Fam,8,2009,2009,Stone,Ex,Y,1314,2,0,3,1,Gd,6,0,2,0,9,2009,New,Partial,229456
1219,50,RM,Pave,Reg,1Fam,4,1947,1950,None,Gd,N,912,1,0,2,1,TA,3,0,0,0,7,2006,WD,Normal,80500
1220,160,RM,Pave,Reg,Twnhs,6,1971,1971,BrkFace,TA,Y,1218,1,1,3,1,TA,7,0,0,0,4,2006,WD,Abnorml,91500
1221,20,RL,Pave,IR1,1Fam,5,1964,1964,None,TA,Y,912,1,0,2,1,TA,5,0,1,0,11,2006,WD,Abnorml,115000
1222,20,RL,Pave,Reg,1Fam,5,1968,1968,None,Ex,Y,1211,1,0,3,1,TA,5,1,1,0,8,2008,WD,Normal,134000
1223,50,RL,Pave,Reg,1Fam,6,1949,1950,BrkFace,Ex,Y,1846,2,0,3,1,TA,7,1,1,0,1,2007,WD,Normal,143000
1224,20,RL,Pave,Reg,1Fam,5,1951,1951,BrkFace,TA,N,2136,2,0,4,1,TA,7,0,2,0,10,2006,WD,Normal,137900
1225,60,RL,Pave,IR1,1Fam,7,2004,2005,None,Ex,Y,1490,2,1,3,1,Gd,8,1,2,0,2,2008,WD,Normal,184000
1226,80,RL,Pave,Reg,1Fam,6,1958,1958,BrkFace,Ex,Y,1138,1,0,3,1,TA,6,0,1,0,6,2007,WD,Normal,145000
1227,60,RL,Pave,IR1,1Fam,6,2007,2007,Stone,Ex,Y,1933,2,1,4,1,Gd,9,1,3,0,1,2008,WD,Normal,214000
1228,20,RL,Pave,Reg,1Fam,5,1965,2008,BrkFace,Ex,Y,912,1,0,2,1,Gd,5,0,2,0,12,2008,WD,Normal,147000
1229,120,RL,Pave,Reg,TwnhsE,9,2008,2008,BrkFace,Ex,Y,1702,1,1,1,1,Ex,7,1,3,0,10,2008,New,Partial,367294
1230,80,RL,Pave,Reg,1Fam,5,1960,1960,None,Gd,Y,1507,2,0,4,1,TA,7,0,1,0,8,2008,WD,Normal,127000
1231,90,RL,Pave,IR1,Duplex,5,1977,1977,None,Ex,Y,2620,2,2,4,2,TA,12,1,2,8300,8,2007,WD,Normal,190000
1232,90,RL,Pave,Reg,Duplex,5,1962,1962,BrkFace,TA,Y,1190,1,0,3,1,TA,6,0,2,0,5,2006,WD,Normal,132500
1233,90,RL,Pave,Reg,Duplex,4,1962,1962,None,TA,Y,1224,2,0,2,2,TA,6,0,2,0,3,2007,WD,Normal,101800
1234,20,RL,Pave,IR1,1Fam,5,1959,1959,BrkFace,Fa,Y,1188,1,0,3,1,TA,6,0,2,0,5,2010,COD,Abnorml,142000
1235,70,RH,Pave,Reg,1Fam,5,1911,1950,None,TA,N,1964,1,1,4,1,TA,7,0,0,0,11,2008,WD,Abnorml,130000
1236,70,RL,Pave,Reg,1Fam,5,1914,1950,None,Gd,Y,1784,1,1,4,1,TA,9,0,1,0,7,2006,WD,Normal,138887
1237,160,RL,Pave,Reg,Twnhs,7,2003,2003,Stone,Ex,Y,1626,2,1,2,1,Gd,6,0,2,0,6,2010,WD,Normal,175500
1238,60,RL,Pave,IR2,1Fam,7,2004,2005,None,Ex,Y,1948,2,1,4,1,Gd,8,1,2,0,9,2006,WD,Normal,195000
1239,20,RL,Pave,Reg,1Fam,6,2005,2005,None,Ex,Y,1141,1,1,3,1,TA,6,0,2,0,3,2006,WD,Abnorml,142500
1240,20,RL,Pave,IR1,1Fam,8,2006,2006,BrkFace,Ex,Y,1484,2,0,2,1,Ex,6,1,2,0,12,2007,WD,Normal,265900
1241,60,RL,Pave,Reg,1Fam,7,2003,2003,BrkFace,Ex,Y,1768,2,1,3,1,Gd,8,0,2,0,7,2008,WD,Normal,224900
1242,20,RL,Pave,Reg,1Fam,7,2007,2007,Stone,Ex,Y,1689,2,0,3,1,Gd,7,0,3,0,6,2007,New,Partial,248328
1243,85,RL,Pave,Reg,1Fam,7,1974,1974,BrkFace,TA,Y,1173,2,0,3,1,Gd,6,2,2,0,1,2010,WD,Family,170000
1244,20,RL,Pave,Reg,1Fam,10,2006,2006,NA,Ex,Y,2076,2,1,2,1,Ex,7,1,3,0,9,2006,New,Partial,465000
1245,70,RL,Pave,IR1,1Fam,8,1929,1950,None,Fa,Y,1517,1,0,3,1,Gd,7,2,2,0,6,2006,WD,Normal,230000
1246,80,RL,Pave,Reg,1Fam,6,1984,2003,BrkFace,Ex,Y,1868,3,1,3,1,TA,7,1,2,0,1,2007,WD,Abnorml,178000
1247,60,FV,Pave,Reg,1Fam,7,2005,2006,None,Ex,Y,1553,2,1,3,1,Gd,6,0,2,0,3,2006,New,Partial,186500
1248,80,RL,Pave,IR1,1Fam,6,1976,1976,BrkFace,TA,Y,1034,1,0,3,1,TA,6,0,3,0,5,2010,WD,Normal,169900
1249,75,RM,Pave,Reg,1Fam,6,1917,1950,None,Fa,N,2058,1,1,3,1,TA,8,1,2,0,4,2008,WD,Normal,129500
1250,20,RL,Pave,Reg,1Fam,5,1950,1950,None,TA,Y,988,1,0,3,1,TA,6,0,1,0,5,2007,WD,Normal,119000
1251,20,RL,Pave,Reg,1Fam,7,1968,1968,None,Ex,Y,2110,2,1,3,1,Ex,8,2,2,0,4,2010,WD,Normal,244000
1252,120,RL,Pave,IR1,TwnhsE,7,2003,2003,Stone,Ex,Y,1405,2,0,2,1,Gd,6,1,2,0,3,2006,WD,Normal,171750
1253,20,RL,Pave,Reg,1Fam,5,1968,1968,None,TA,Y,874,1,0,3,1,TA,5,0,1,600,11,2009,WD,Normal,130000
1254,60,RL,Pave,IR1,1Fam,7,1974,2003,None,TA,Y,2167,2,1,3,1,Gd,9,2,2,0,7,2007,WD,Normal,294000
1255,60,RL,Pave,Reg,1Fam,7,2003,2004,Stone,Ex,Y,1656,2,1,3,1,Gd,7,1,2,0,7,2008,WD,Normal,165400
1256,50,RM,Pave,Reg,1Fam,6,1931,1950,None,TA,Y,1367,1,0,3,1,TA,6,1,1,0,11,2007,WD,Normal,127500
1257,20,RL,Pave,IR1,1Fam,8,1994,1994,BrkFace,Ex,Y,1987,2,0,2,1,Gd,7,1,2,0,8,2008,WD,Normal,301500
1258,30,RL,Pave,Reg,1Fam,5,1922,1950,None,Ex,Y,864,1,0,2,1,TA,4,0,0,0,7,2009,WD,Normal,99900
1259,80,RL,Pave,IR1,1Fam,7,2005,2005,Stone,Ex,Y,1166,2,0,2,1,Gd,5,0,2,0,7,2008,WD,Normal,190000
1260,20,RL,Pave,Reg,1Fam,6,1969,1969,None,Gd,Y,1054,1,1,3,1,TA,6,0,2,0,7,2008,WD,Normal,151000
1261,60,RL,Pave,IR3,1Fam,6,1999,1999,None,Ex,Y,1675,2,1,3,1,TA,7,1,2,0,6,2009,WD,Normal,181000
1262,20,RL,Pave,Reg,1Fam,5,1956,1956,None,Gd,Y,1050,1,0,2,1,TA,5,0,1,0,6,2009,WD,Normal,128900
1263,50,RL,Pave,Reg,1Fam,4,1957,1989,None,Ex,Y,1788,1,0,5,1,TA,8,2,1,0,11,2009,WD,Normal,161500
1264,70,RL,Pave,Reg,1Fam,6,1919,1950,None,Ex,Y,1824,1,0,3,1,TA,8,1,2,0,7,2007,WD,Normal,180500
1265,120,RH,Pave,Reg,TwnhsE,6,1998,1999,None,Ex,Y,1337,2,0,2,1,Gd,5,0,2,0,8,2008,COD,Abnorml,181000
1266,160,FV,Pave,Reg,TwnhsE,7,1999,1999,BrkFace,Ex,Y,1452,2,1,3,1,Gd,6,0,2,0,3,2006,WD,Normal,183900
1267,190,RM,Pave,IR1,2fmCon,7,1910,1950,None,TA,N,1889,1,1,4,2,TA,9,1,1,0,1,2007,WD,Normal,122000
1268,20,RL,Pave,IR1,1Fam,9,2008,2009,None,Ex,Y,2018,2,0,3,1,Ex,10,1,3,0,5,2010,WD,Normal,378500
1269,50,RL,Pave,IR1,1Fam,8,1935,1997,BrkFace,Ex,Y,3447,3,1,4,1,Gd,11,2,3,0,5,2008,WD,Normal,381000
